,win,one1,one2,one3,one4,one5,two1,two2,two3,two4,two5
252,0,Mordekaiser,Khazix,Malphite,Lucian,Velkoz,Yorick,Zac,Syndra,KogMaw,Morgana
253,0,Garen,LeeSin,Corki,Aphelios,Swain,MonkeyKing,Kayn,Fizz,Jinx,Nautilus
254,0,Aatrox,Khazix,Sylas,Kalista,Braum,Mordekaiser,XinZhao,Yone,Ziggs,Renata
255,0,Jax,Poppy,Zoe,Samira,Rell,Sion,Graves,Taliyah,Lucian,Soraka
256,0,Ornn,Rengar,Veigar,Tristana,Pyke,Aatrox,XinZhao,Malzahar,Kaisa,Senna
257,0,Darius,MonkeyKing,Anivia,MissFortune,Nami,Mordekaiser,Evelynn,Zed,Lucian,Senna
258,0,Gragas,Khazix,Viktor,Tristana,Lulu,DrMundo,Trundle,Syndra,Ezreal,Pyke
259,0,Fiora,MasterYi,Swain,Ashe,Nami,Teemo,MonkeyKing,Veigar,Lucian,Seraphine
260,1,Nasus,Warwick,Lux,Tristana,Brand,Ornn,FiddleSticks,Zed,Jhin,Soraka
261,1,Illaoi,Kayn,Lux,Samira,Nautilus,Riven,Rengar,Cassiopeia,Jinx,Maokai
262,0,Warwick,Shyvana,Akshan,Kaisa,Blitzcrank,Darius,Kayn,Sylas,Ezreal,Yuumi
263,1,Sion,Warwick,Swain,Ezreal,Nami,Illaoi,Shaco,Akshan,Samira,Senna
264,0,Mordekaiser,Kayn,Sylas,Aphelios,Swain,Gwen,Warwick,Qiyana,Jhin,Senna
265,1,Gangplank,RekSai,Zed,Karthus,Senna,Nautilus,Kayn,Sylas,Veigar,Zyra
266,1,MonkeyKing,Lillia,Swain,Vayne,Rell,Garen,Volibear,Katarina,Jhin,Nami
267,1,Jax,Vi,Diana,Kaisa,Nami,Darius,Lillia,Yasuo,Jinx,Renata
268,1,Teemo,Volibear,Yasuo,Aphelios,Pantheon,Mordekaiser,Trundle,Fizz,Vayne,Nami
269,1,Yorick,Diana,Veigar,Senna,Nautilus,Garen,Zac,Yone,Ezreal,Yuumi
270,1,Ashe,Shyvana,Singed,Kaisa,Nautilus,Teemo,MonkeyKing,Vex,MissFortune,Alistar
271,1,Mordekaiser,Kayn,Ahri,Jhin,Senna,Garen,Rengar,Taliyah,Ezreal,Xerath
272,1,MonkeyKing,Kayn,Vladimir,Yasuo,Zyra,Chogath,Amumu,Illaoi,Kaisa,Soraka
273,0,Chogath,Olaf,Xerath,Vayne,Seraphine,Tryndamere,Volibear,Vladimir,Xayah,Sion
274,0,Fiora,MasterYi,Kassadin,Kaisa,Senna,Malphite,Karthus,Malzahar,Lucian,Nami
275,0,Volibear,MasterYi,Vex,Twitch,Shaco,Graves,Nunu,Zed,Draven,Nautilus
276,1,Rengar,Trundle,Malzahar,Ashe,Sona,Lillia,DrMundo,Kled,Aphelios,Alistar
277,1,Volibear,Talon,Fizz,Brand,Twitch,Olaf,Diana,Swain,Vayne,Braum
278,0,Yone,Karthus,Kayle,Jinx,Lulu,Darius,Khazix,Ahri,Jhin,Lux
279,0,Neeko,Zed,Sylas,Sivir,Lulu,Camille,Karthus,Viktor,Jinx,Senna
280,1,Sejuani,Diana,Akshan,Jhin,Renata,Kayle,FiddleSticks,Yasuo,Kaisa,Nautilus
281,0,Garen,MonkeyKing,TwistedFate,Jhin,Swain,Olaf,Poppy,Ziggs,Twitch,Karma
282,1,Camille,Volibear,Sylas,Ezreal,KogMaw,Aatrox,Twitch,Renekton,Samira,Brand
283,0,Darius,MonkeyKing,Malzahar,Vayne,Senna,Gangplank,Vi,Ahri,Jinx,Fiora
284,0,Ornn,Khazix,Corki,Lucian,Brand,Sett,MonkeyKing,Akali,Samira,Pyke
285,0,Riven,Trundle,Lux,Lucian,TahmKench,Kled,Amumu,Annie,Sivir,Bard
286,1,Malphite,Chogath,Sett,Ezreal,Morgana,Illaoi,Amumu,Corki,Caitlyn,Blitzcrank
287,1,Nasus,Shaco,Yasuo,MissFortune,Xerath,Malphite,MonkeyKing,Riven,Jinx,Teemo
288,1,Urgot,Vi,Velkoz,Lucian,Morgana,Jax,Volibear,Veigar,Draven,Yuumi
289,0,Gangplank,Viego,Malzahar,Samira,Malphite,Jayce,Kindred,Taliyah,Jhin,Nidalee
290,1,Olaf,Evelynn,Kayle,Aphelios,Senna,Quinn,Nocturne,Viktor,Caitlyn,Morgana
291,0,Taric,Taliyah,Chogath,Sett,Kled,Darius,Swain,Blitzcrank,Jhin,Lillia
292,1,Gwen,Volibear,Kayle,Lucian,Zyra,Udyr,XinZhao,Anivia,Draven,Renata
293,0,Malphite,LeeSin,Lux,Kaisa,Nautilus,Mordekaiser,Pantheon,Diana,Jinx,Leona
294,0,Mordekaiser,Udyr,Zed,Twitch,Karma,Yorick,Shyvana,Gangplank,Ezreal,Pantheon
295,0,Graves,Shyvana,Taliyah,Ashe,Senna,Kayle,Diana,Zed,Varus,Zyra
296,0,Jax,Shaco,Lux,Jhin,Rakan,Olaf,Shyvana,TwistedFate,Xayah,Nami
297,1,Jax,Amumu,Ahri,Zeri,Leona,Garen,MasterYi,Annie,Draven,Sona
298,0,Irelia,Bard,Sylas,Vayne,Soraka,Sion,Shyvana,Zilean,Xayah,Velkoz
299,0,Teemo,Kayn,Nasus,Draven,Leona,MonkeyKing,Evelynn,Yasuo,Malzahar,Senna
300,1,Sett,Lillia,Zed,Ashe,Senna,Caitlyn,Elise,Mordekaiser,Vayne,Morgana
301,0,Kayle,Mordekaiser,Irelia,Senna,Blitzcrank,Yone,Viego,Katarina,Tristana,Alistar
302,0,Ornn,Graves,Katarina,Aphelios,Bard,Jax,Malphite,Yasuo,Vayne,Nami
303,1,DrMundo,Sion,Ziggs,Lucian,Karma,TahmKench,Olaf,Katarina,Aphelios,Lulu
304,0,Riven,LeeSin,Lux,Lucian,Morgana,Gnar,Diana,Xerath,MissFortune,Senna
305,0,Riven,JarvanIV,Katarina,Samira,Renata,Fiora,Shyvana,Gangplank,Sivir,Senna
306,0,Kled,Hecarim,Annie,Twitch,Zyra,Sion,Shaco,Swain,Kaisa,Nautilus
307,1,Kayle,Thresh,Irelia,Tristana,Nunu,Poppy,Quinn,Yasuo,Twitch,Lulu
308,0,Camille,MonkeyKing,Lux,Kaisa,Janna,Fiora,FiddleSticks,Katarina,Caitlyn,Senna
309,1,Quinn,Volibear,Garen,Ezreal,Velkoz,Aatrox,Evelynn,Yasuo,MissFortune,Thresh
310,1,Kayle,Taliyah,Sylas,MissFortune,Nami,Illaoi,Rammus,Swain,Varus,Velkoz
311,1,Garen,Vi,Karma,Jinx,Pyke,Urgot,Ekko,Akshan,Jhin,Janna
312,1,Garen,Khazix,Lux,MissFortune,Ziggs,Shyvana,Kindred,Veigar,Kaisa,Yuumi
313,1,Camille,Mordekaiser,Yasuo,Jhin,Trundle,Gangplank,Kayn,Zed,Caitlyn,Lux
314,1,Yorick,MasterYi,Akali,Tristana,Yuumi,Vayne,Warwick,Azir,Twitch,Leona
315,1,Sett,Shyvana,Annie,Samira,Nautilus,Teemo,Khazix,Fizz,Caitlyn,Ashe
316,0,Tryndamere,Shyvana,Leblanc,MissFortune,Twitch,Garen,Lillia,Viktor,Jhin,Senna
317,1,Kayle,Kayn,Ahri,Senna,Zilean,Urgot,Volibear,Veigar,Lucian,Shen
318,0,Fiora,Kindred,Viktor,Varus,Nami,Volibear,MonkeyKing,Veigar,Twitch,Leona
319,0,Gnar,MasterYi,Sylas,MissFortune,Leona,Darius,Volibear,Akali,Pantheon,Ashe
320,1,Urgot,Poppy,Zoe,Vayne,Zyra,Aatrox,Kayn,Swain,Kaisa,Braum
321,0,Darius,Taliyah,Kassadin,Samira,Malphite,Shen,Shaco,Velkoz,Kaisa,Seraphine
322,0,Aatrox,Ziggs,Brand,Twitch,Nautilus,Camille,Olaf,Swain,MissFortune,Karma
323,1,Yorick,JarvanIV,Yasuo,Tristana,Leona,Nocturne,Rengar,Kaisa,TahmKench,Senna
324,0,DrMundo,Amumu,Kayle,Caitlyn,Bard,Renekton,Zac,Ekko,Senna,Rell
325,1,Fiora,Gwen,Zoe,Senna,Alistar,Darius,Quinn,Ekko,Samira,Velkoz
326,1,Quinn,Zac,Yasuo,Twitch,Soraka,Volibear,Graves,Zyra,Jhin,Senna
327,0,Aatrox,Shyvana,Kayle,Vayne,Senna,Olaf,Hecarim,Vex,Caitlyn,Lux
328,0,Diana,Kindred,Annie,Ashe,Swain,Shen,MonkeyKing,Yasuo,Tristana,Trundle
329,1,Teemo,MasterYi,Ahri,Nautilus,Pyke,Tryndamere,Talon,Ashe,Tristana,Malphite
330,0,Heimerdinger,Lillia,Qiyana,Ashe,Senna,Lucian,MonkeyKing,Zoe,Caitlyn,Blitzcrank
331,0,Irelia,Shyvana,Xerath,Tristana,Brand,Urgot,Nidalee,Taliyah,Yasuo,Morgana
332,1,Garen,Volibear,Akali,Jinx,Renata,Gnar,Nidalee,Malzahar,Tristana,Thresh
333,1,Vex,Ivern,Leblanc,Tristana,Pyke,Fiora,Vi,Zoe,Akshan,Garen
334,1,Garen,MissFortune,Ahri,Jax,Senna,Mordekaiser,Talon,Qiyana,Vayne,Brand
335,0,Fizz,Kayn,LeeSin,Twitch,Blitzcrank,Ekko,Kindred,Gragas,Tristana,Morgana
336,1,DrMundo,Kayn,Katarina,Vayne,Nami,Garen,Graves,Ahri,Tristana,Sejuani
337,1,Darius,Ekko,Orianna,TahmKench,Senna,Garen,Olaf,TwistedFate,Jhin,Soraka
338,1,Irelia,Viego,Anivia,Lucian,Senna,Sion,Diana,TwistedFate,Kaisa,Lux
339,0,Sett,MasterYi,Gangplank,Varus,Nami,Singed,Viego,Kayle,Samira,Renata
340,1,Yone,Nidalee,Volibear,Ezreal,Renata,Kayle,Nunu,Fizz,Twitch,Lux
341,1,Chogath,Viego,Qiyana,Vayne,Morgana,Heimerdinger,LeeSin,Yasuo,Kaisa,Nami
342,1,Kayle,Zac,Leblanc,Tristana,Swain,Camille,Shyvana,Ahri,Samira,Nautilus
343,0,MonkeyKing,Khazix,Viktor,Twitch,Nami,Darius,Sejuani,Annie,Samira,Pantheon
344,0,Shaco,Hecarim,Karthus,Ezreal,Yuumi,Aatrox,Viego,Katarina,Draven,Sona
345,1,Volibear,Ivern,Irelia,Kaisa,Zyra,Darius,Graves,Kayle,Tristana,Nami
346,1,Garen,Diana,Ryze,Lucian,Senna,Yorick,Lillia,Akali,Twitch,Azir
347,1,Irelia,Ekko,Zoe,Ziggs,Pantheon,Urgot,Elise,Rumble,Ashe,Zyra
348,1,Jax,Twitch,Taliyah,Kaisa,Senna,Irelia,Ekko,Yone,Jhin,Sona
349,1,Aatrox,Zac,Ekko,Vayne,Swain,Yone,Diana,Yasuo,Caitlyn,Senna
350,0,Gwen,Kayn,Irelia,Tristana,Nami,Jax,MasterYi,Annie,Samira,Lulu
351,1,Swain,MonkeyKing,Yone,Ashe,Senna,Fiora,LeeSin,Annie,Lucian,Nami
352,1,Pantheon,Yone,Lillia,Samira,Rell,Mordekaiser,Diana,Yasuo,Kaisa,Senna
353,0,Lillia,MasterYi,Teemo,Vayne,Senna,Garen,Graves,Leblanc,Samira,Rakan
354,0,Mordekaiser,Vi,Renekton,Vayne,Teemo,Sejuani,Ekko,Zed,Ezreal,Seraphine
355,1,Tryndamere,Taliyah,Ahri,Kaisa,Nautilus,Aatrox,Nidalee,Bard,Jinx,Sona
356,1,Camille,Kayn,Ahri,Kaisa,Renata,Warwick,MonkeyKing,Lux,Xayah,Rakan
357,0,Fiora,Amumu,Kayn,Tristana,Pantheon,Mordekaiser,Trundle,Malzahar,Draven,Xerath
358,0,Kayle,Nocturne,Veigar,Morgana,Lucian,MonkeyKing,Volibear,Ahri,Ezreal,Leona
359,1,Garen,Hecarim,Malzahar,Zeri,Sona,Lillia,Nidalee,Akali,Kalista,Swain
360,1,Irelia,Vi,Anivia,Kalista,Pyke,Illaoi,Graves,Veigar,Ashe,Nautilus
361,0,Gangplank,Graves,Kayle,Lucian,Braum,Darius,Viego,Syndra,Ezreal,Blitzcrank
362,1,Renekton,MonkeyKing,Draven,Kaisa,Alistar,Heimerdinger,Nocturne,Graves,Kalista,Rell
363,1,Volibear,JarvanIV,Katarina,Jhin,Lulu,Zeri,Qiyana,Nocturne,Pantheon,Karma
364,1,Volibear,Twitch,Yone,Senna,Seraphine,Nasus,Nunu,Viktor,Zeri,Velkoz
365,0,Rengar,Diana,Yasuo,Caitlyn,Lux,Poppy,Karthus,Corki,Ezreal,Nami
366,0,Chogath,MasterYi,Ahri,Vayne,TahmKench,Trundle,LeeSin,Malzahar,Tristana,Morgana
367,0,Riven,Trundle,Malzahar,Jinx,Janna,Yorick,Nocturne,Yone,Brand,Yasuo
368,1,Irelia,Nunu,Leblanc,Ezreal,Janna,Kayle,MonkeyKing,Kaisa,Vayne,Lulu
369,0,Kled,Lillia,Gangplank,Ezreal,Yuumi,Mordekaiser,MasterYi,Teemo,Jhin,Zyra
370,0,Sett,Viego,LeeSin,Jinx,Xerath,Lillia,Hecarim,Yone,Zeri,Thresh
371,0,Ornn,Vi,Malzahar,Ashe,Lux,Fiora,Lillia,Corki,Jhin,Poppy
372,1,Jax,Graves,Katarina,Ezreal,Senna,Darius,Nidalee,Yasuo,Jhin,Morgana
373,0,MonkeyKing,Nasus,Talon,Kaisa,Singed,Mordekaiser,Udyr,Akshan,Ezreal,Pyke
374,0,Darius,Kayn,Xerath,Samira,Nautilus,Olaf,Volibear,Galio,Kalista,Amumu
375,1,Pantheon,Nunu,Viktor,Kaisa,Brand,Kayle,Lillia,Anivia,Samira,Swain
376,1,Teemo,Kayn,Malzahar,Jhin,Pyke,DrMundo,MasterYi,Ekko,Samira,Maokai
377,1,Gnar,MonkeyKing,Corki,Vayne,Seraphine,Garen,Volibear,Ahri,Kaisa,Nautilus
378,1,Garen,Ekko,Morgana,Jhin,Xerath,Singed,Nidalee,Katarina,Ashe,Lulu
379,1,Olaf,Shyvana,Vladimir,Samira,Senna,Kayle,Warwick,Lucian,Ezreal,Karma
380,0,Sett,Kayn,Zoe,Aphelios,Swain,Akali,Khazix,Vex,Tristana,Lux
381,1,Garen,Zed,Leblanc,Jhin,Bard,Rumble,Khazix,Ahri,KogMaw,Lulu
382,0,Ziggs,Zed,Shaco,Jhin,Renata,Warwick,Renekton,Veigar,Ezreal,Soraka
383,1,Lissandra,Warwick,Irelia,Lucian,Maokai,Poppy,Lillia,Tryndamere,Jhin,Nami
384,0,Jayce,JarvanIV,Leblanc,Tristana,Shaco,Urgot,Nasus,Veigar,Kaisa,Seraphine
385,1,Tryndamere,FiddleSticks,Kayle,Jhin,Senna,Nasus,Trundle,Veigar,Ezreal,Thresh
386,1,Darius,Olaf,Fizz,Samira,Leona,Gangplank,Sejuani,Diana,Brand,Renata
387,0,Gangplank,Amumu,Sylas,Kaisa,Lulu,Jayce,Viego,Ryze,Caitlyn,Senna
388,1,Fiora,Nocturne,Lissandra,KogMaw,Pyke,TahmKench,Olaf,Malzahar,Jhin,Lux
389,0,Yone,Shaco,Kled,Jhin,Taric,Darius,Elise,Graves,Swain,Draven
390,0,Ornn,Olaf,Kayle,Jhin,Brand,Teemo,Amumu,Veigar,Tristana,Janna
391,1,Urgot,Graves,Lux,Ezreal,Shaco,Teemo,Mordekaiser,Ziggs,Tristana,Thresh
392,1,RekSai,Sylas,Yasuo,Caitlyn,Xerath,Olaf,FiddleSticks,Sivir,Vayne,Seraphine
393,0,Urgot,LeeSin,Karthus,Samira,Nautilus,Fiora,Taliyah,Yone,Jhin,Sona
394,1,Sion,Volibear,Lux,Jhin,Senna,Chogath,Nocturne,Yasuo,Draven,Brand
395,1,Gangplank,Morgana,Zed,Ezreal,Swain,Tryndamere,Kayn,Xerath,Jhin,Lux
396,1,Teemo,Diana,Veigar,Twitch,Ashe,Kled,Warwick,Yone,Ezreal,Morgana
397,1,Gangplank,Nidalee,Akali,Tristana,Leona,TahmKench,Diana,Yone,MissFortune,Nautilus
398,0,Olaf,Warwick,Katarina,Caitlyn,Sona,Ornn,XinZhao,Neeko,Lucian,Annie
399,0,Swain,Trundle,Veigar,Jinx,Karma,Garen,Jax,Brand,MissFortune,Zilean
400,0,Sion,Volibear,Vladimir,Lucian,Senna,Gangplank,Viego,Swain,Caitlyn,Nami
401,1,Mordekaiser,Kayn,Anivia,Ezreal,Renata,Yorick,Lillia,Akshan,Jinx,Lux
402,0,Graves,Volibear,Fizz,Draven,Swain,Tryndamere,Zac,Nasus,Lucian,Lux
403,1,Sion,Kayn,Camille,Jinx,Senna,Darius,XinZhao,Malzahar,Jhin,Maokai
404,0,MonkeyKing,Nocturne,Ahri,Jinx,Teemo,Chogath,Shyvana,Qiyana,Xayah,Nautilus
405,0,Olaf,Vi,Lux,Jhin,Braum,Yorick,Kayn,Syndra,Kaisa,Leona
406,1,Graves,Volibear,Irelia,Jhin,Nautilus,Camille,Ivern,Veigar,Kaisa,Pyke
407,0,Teemo,LeeSin,Zed,Ezreal,Pyke,FiddleSticks,Nocturne,Vladimir,Samira,Morgana
408,1,Tryndamere,MonkeyKing,Diana,Kaisa,Lux,Garen,Shaco,TwistedFate,Lucian,Pyke
409,1,Olaf,Rammus,Lissandra,Ashe,Senna,Illaoi,Diana,Akali,Jinx,Renata
410,0,Sion,Vayne,Ziggs,Ezreal,Taric,Volibear,Shen,Taliyah,Samira,Nautilus
411,0,Zed,JarvanIV,Sylas,Varus,Ashe,Shen,Volibear,Qiyana,Tristana,Teemo
412,1,Jayce,Chogath,Xerath,Twitch,Yuumi,Quinn,Hecarim,Heimerdinger,Vayne,Lux
413,1,Kayle,JarvanIV,Yone,Ezreal,Pyke,Jax,Warwick,Yasuo,Jhin,Senna
414,1,Sion,MonkeyKing,Ahri,Xayah,Yuumi,TahmKench,Vi,Karma,Jhin,Zyra
415,0,Vayne,Draven,KogMaw,Volibear,Nautilus,Nasus,MasterYi,Corki,MissFortune,TahmKench
416,0,Darius,Graves,Fizz,Sivir,Lulu,Gangplank,JarvanIV,Malzahar,Jhin,Yuumi
417,1,Sylas,Graves,Vex,Kaisa,Thresh,Swain,Kayn,Zed,Caitlyn,Yuumi
418,0,Garen,Vi,Veigar,Jinx,Velkoz,Fiora,Hecarim,Xerath,KogMaw,Lulu
419,0,TahmKench,Viego,Taliyah,Ashe,Zyra,Samira,Olaf,Talon,MissFortune,Senna
420,1,Aatrox,Kayn,Akali,Ezreal,Xerath,Jax,Volibear,Rumble,Senna,Nami
421,0,Malphite,Aphelios,Zed,Ezreal,Pyke,Teemo,Graves,Annie,Jhin,Sona
422,1,Mordekaiser,Amumu,Diana,Caitlyn,Nami,Pantheon,MonkeyKing,Yone,Twitch,Janna
423,0,Jax,Rengar,Annie,Varus,Blitzcrank,Garen,Viego,Ahri,Vayne,Xerath
424,1,Gnar,Nocturne,Lux,Jhin,Renata,Tryndamere,Taliyah,Sylas,Ashe,Karma
425,1,Quinn,LeeSin,Garen,Caitlyn,Lux,Gangplank,Sejuani,Ahri,Jhin,MissFortune
426,0,Darius,XinZhao,Sylas,Senna,Swain,Fiora,Kindred,Katarina,Zeri,Blitzcrank
427,1,Gangplank,Lillia,Vladimir,Ashe,Morgana,Darius,Hecarim,Cassiopeia,Twitch,Leona
428,1,Rengar,Talon,Vladimir,Ashe,Nami,Syndra,Soraka,Lillia,Ezreal,Ornn
429,0,Sion,LeeSin,Gangplank,Draven,Renata,Gnar,Graves,Lux,Senna,Swain
430,1,Vayne,Yuumi,Graves,Ekko,LeeSin,Senna,TahmKench,Gangplank,Akali,Talon
431,1,Aatrox,Twitch,Ekko,MissFortune,Seraphine,Urgot,Qiyana,Fizz,Caitlyn,Zyra
432,1,Singed,Ekko,Veigar,Kled,Senna,Quinn,Warwick,Yasuo,Twitch,Yuumi
433,1,Darius,Nocturne,Ahri,Vayne,Lulu,Sett,Diana,Katarina,Twitch,Nautilus
434,1,MonkeyKing,Evelynn,Katarina,Samira,Taric,Jax,LeeSin,Volibear,Kaisa,Blitzcrank
435,0,Swain,Volibear,Veigar,Tristana,Zyra,Sejuani,Irelia,Olaf,MissFortune,Senna
436,0,Mordekaiser,Rengar,Vladimir,Vayne,Senna,Tryndamere,Zac,Leblanc,Caitlyn,Xerath
437,0,Akali,Camille,LeeSin,Aphelios,Lulu,Shen,Vi,Taliyah,Ezreal,Sona
438,0,Gangplank,Ekko,Yasuo,Lucian,Brand,Teemo,Kayn,Akali,MissFortune,Lux
439,0,MonkeyKing,Amumu,Yasuo,Vayne,Teemo,Nasus,MasterYi,Ahri,KogMaw,Lulu
440,0,Teemo,Volibear,Fizz,Jinx,Karma,Sett,Udyr,Viktor,Kaisa,Lulu
441,0,Vayne,Poppy,Ahri,MissFortune,Renata,Tryndamere,Trundle,Diana,Kaisa,Lux
442,0,Volibear,Graves,Neeko,Jhin,Blitzcrank,Aatrox,Talon,Heimerdinger,Draven,Anivia
443,1,Volibear,Kayn,Ekko,Tristana,Senna,Fiora,Warwick,Ahri,Jhin,Pyke
444,1,Sett,Shaco,Veigar,Vayne,Janna,Quinn,Sejuani,Twitch,Jinx,Nami
445,0,Shen,Viego,Ornn,Tristana,Poppy,Fiora,Shyvana,Brand,MissFortune,Shaco
446,1,Singed,MonkeyKing,Swain,Kindred,Lulu,Darius,Ivern,Yone,Tristana,TahmKench
447,0,Darius,Kindred,Ahri,Kaisa,Soraka,Sett,Viego,Lux,Lucian,Nami
448,0,Jayce,Lillia,Azir,Jhin,Lulu,Sion,MasterYi,Veigar,Kaisa,Janna
449,0,Chogath,MasterYi,Zac,Kalista,Gragas,Darius,Diana,Akshan,Kaisa,Morgana
450,0,Darius,Ivern,Yasuo,Jhin,Lux,Chogath,Nocturne,Nasus,Samira,Senna
451,0,Garen,Hecarim,Zed,Samira,Alistar,Kayle,Nocturne,Heimerdinger,MissFortune,Senna
452,0,Olaf,LeeSin,Zilean,Kaisa,Rell,Swain,Volibear,Gangplank,Ezreal,Sona
453,0,Swain,MasterYi,Ryze,MissFortune,Thresh,Chogath,Warwick,Katarina,Caitlyn,Senna
454,0,Garen,Nocturne,Lux,Xayah,Brand,Teemo,Zac,Orianna,Samira,Blitzcrank
455,0,Irelia,Viego,Lux,Sivir,Swain,Urgot,Khazix,Sylas,Ashe,Nami
456,0,Darius,Rumble,Seraphine,Tristana,Morgana,Nasus,Ekko,Malzahar,Ezreal,Lulu
457,1,Lulu,Graves,KogMaw,Aphelios,Ziggs,Sion,Jax,Velkoz,Ezreal,Pantheon
458,1,Malphite,Volibear,Yasuo,Caitlyn,Zyra,Gangplank,Kayn,Ekko,Xayah,Karma
459,1,Yorick,MasterYi,Lux,Caitlyn,Morgana,Illaoi,Viego,Yasuo,Vayne,Soraka
460,0,Mordekaiser,LeeSin,Ekko,Tristana,Renata,Olaf,Lillia,Sylas,Kaisa,Senna
461,0,Teemo,MasterYi,Katarina,Ezreal,Renata,Warwick,Nocturne,Sylas,Kaisa,Sona
462,1,Mordekaiser,Volibear,Yone,Lucian,Seraphine,Rumble,Sion,Kayle,Xayah,Morgana
463,0,Gnar,Shyvana,Leblanc,Vayne,Sona,Gangplank,Poppy,Fizz,Jhin,Zyra
464,0,DrMundo,Ekko,TwistedFate,Yone,Yuumi,Garen,Nocturne,TahmKench,MissFortune,Karma
465,0,Darius,Ivern,Swain,Lucian,Nami,MonkeyKing,FiddleSticks,Kayle,Tristana,Twitch
466,0,Yone,Diana,Corki,Jinx,Thresh,Quinn,MonkeyKing,Vex,Twitch,Braum
467,1,Teemo,MasterYi,Yasuo,Tristana,Leona,Mordekaiser,Lillia,Lissandra,Jinx,Pyke
468,1,Mordekaiser,Kindred,Yone,Ezreal,Nami,Karma,LeeSin,Caitlyn,Xayah,Rakan
469,1,Gangplank,Zac,Yasuo,Sivir,Brand,Darius,Olaf,Yone,Varus,Lux
470,0,Sett,Lillia,Yone,Draven,Yuumi,Garen,Kayn,Ahri,MissFortune,Seraphine
471,1,Renekton,Nocturne,Anivia,MissFortune,Brand,Darius,MonkeyKing,Veigar,Seraphine,Morgana
472,0,Sion,Kayn,Fizz,Kaisa,Anivia,MonkeyKing,Khazix,Lissandra,Twitch,Sona
473,1,Rengar,Nunu,Zed,Samira,Swain,Teemo,Kindred,Akali,Ezreal,Senna
474,1,Yorick,Graves,Lissandra,Samira,Nami,Yone,Diana,Zed,Varus,Twitch
475,1,Akshan,Lillia,Kled,MonkeyKing,Senna,Vi,Malphite,Galio,Aphelios,Lulu
476,0,Jhin,Leona,Nocturne,Fizz,Nasus,Chogath,Hecarim,Fiora,Nautilus,Yasuo
477,1,Kayle,Kayn,Yasuo,Twitch,Lux,Yone,Rengar,Qiyana,Zeri,Sona
478,1,Irelia,Volibear,Swain,MissFortune,Brand,Kayle,JarvanIV,Akali,Tristana,Leona
479,1,Darius,Kayn,Neeko,Zeri,Senna,Fiora,Qiyana,Yone,Varus,Pyke
480,0,Gangplank,Graves,Anivia,Jhin,Lux,Kayle,Rengar,Quinn,Lucian,Nami
481,0,Aatrox,Evelynn,Orianna,Ezreal,Zyra,Olaf,Vi,Gangplank,Caitlyn,Soraka
482,1,Nasus,Shaco,Azir,Ezreal,Lux,Yorick,Twitch,Yasuo,Anivia,Teemo
483,1,Kayle,Kayn,Lillia,Aphelios,Senna,DrMundo,Graves,Seraphine,Samira,Leona
484,1,Rengar,Hecarim,Camille,Varus,Zilean,Kled,Poppy,Viktor,Tristana,Lux
485,1,Graves,Vi,Gangplank,Jhin,Janna,TahmKench,Trundle,Leblanc,Ezreal,Zilean
486,0,Mordekaiser,Kayn,Annie,Kalista,Neeko,Tryndamere,Amumu,Sylas,Vayne,Lux
487,1,Aatrox,LeeSin,Zoe,Lucian,Ashe,Lillia,Rengar,Zed,KogMaw,TahmKench
488,0,Zac,Sejuani,Veigar,Kaisa,Janna,Lillia,Talon,Yone,Tristana,Brand
489,1,Illaoi,Talon,Teemo,Ahri,Blitzcrank,Heimerdinger,Rammus,Neeko,Caitlyn,Nautilus
490,1,Shen,Volibear,Taliyah,Kalista,Senna,Nasus,LeeSin,Zed,Vayne,Renata
491,1,Graves,Volibear,Yone,Draven,Brand,Illaoi,Ekko,Swain,Samira,Nami
492,0,Ornn,Graves,Katarina,Tristana,Soraka,Lux,MonkeyKing,Darius,KogMaw,Gragas
493,0,Nasus,Evelynn,Renekton,Yasuo,Morgana,Urgot,FiddleSticks,Kennen,Sivir,MissFortune
494,1,Senna,Ezreal,Trundle,Garen,Annie,MonkeyKing,Twitch,Darius,Zoe,TahmKench
495,0,Ornn,MasterYi,Caitlyn,Lucian,Leona,Rengar,Karthus,Galio,Jhin,Nautilus
496,0,Mordekaiser,Kled,Zed,Ezreal,Soraka,Lillia,Shaco,Qiyana,Twitch,Bard
497,0,Rengar,Nasus,Twitch,Samira,Nami,Volibear,Shaco,Veigar,Lucian,Senna
498,1,Sett,Nocturne,Zoe,Twitch,Senna,Urgot,Kindred,Lissandra,Caitlyn,Thresh
499,0,Darius,Amumu,Zyra,Draven,Janna,Warwick,Kassadin,LeeSin,Ezreal,Velkoz
500,0,Urgot,Warwick,Pantheon,Kaisa,Senna,Mordekaiser,Rammus,Fizz,Jhin,Karma
501,1,Darius,Kayn,Lissandra,Sivir,Thresh,Lucian,Shyvana,Taliyah,Kaisa,Swain
502,0,Jax,Diana,Lux,Vayne,Nami,Singed,Rengar,Nasus,Ezreal,Yuumi
503,1,Jax,Nunu,Akali,Kaisa,Senna,Yasuo,MonkeyKing,Zyra,Kindred,Lux
504,1,Riven,Ekko,Talon,Aphelios,Nami,Yone,Evelynn,Annie,Caitlyn,Soraka
505,0,Rumble,JarvanIV,Zoe,Jhin,Yuumi,Gangplank,Nocturne,Anivia,Ezreal,Xerath
